name,price,speed,color,,
Kingston FURY Beast RGB 64 GB,219.99,"55,600",Black,,
Crucial CT8G4DFRA266 8 GB,16.98,"42,666",Green,,
Crucial Ballistix 32 GB,,"43,600",Black,,
TEAMGROUP T-Force Zeus 32 GB,55.99,"43,200",Red / Silver,,
Kingston FURY Renegade 64 GB,239.99,"56,000",Silver / Black,,
G.Skill Ripjaws V 8 GB,33.99,"43,200",Black,,
Crucial CT102472BA186D 8 GB,21.99,"31,866",Green / Black,,
G.Skill Ripjaws V 64 GB,2601.42,"43,000",Red,,
TEAMGROUP T-Force Xtreem ARGB 32 GB,169.99,"43,600",White,,
Kingston FURY Beast 64 GB,159.99,"43,600",Black / Silver,,
G.Skill Aegis 16 GB,32.99,"42,133",Black / Red,,
Kingston FURY Renegade 96 GB,320.98,"56,000",Silver / Black,,
Corsair Vengeance RGB 32 GB,134.07,"56,000",Black / Gray,,
G.Skill Trident Z5 RGB 32 GB,127.99,"56,600",White / Black,,
G.Skill Trident Z RGB 64 GB,554.16,"43,600",Black,,
Corsair Dominator Platinum RGB 64 GB,254.99,"43,600",White,,
Corsair Vengeance 32 GB,104.99,"55,600",Black / Gray,,
Patriot Viper Venom 32 GB,102.99,"56,200",Black / White,,
Corsair Vengeance RGB RS 16 GB,62.99,"43,600",Black / Gray,,
Patriot Signature Premium 8 GB,18.98,"42,666",Black,,
Kingston FURY Beast RGB 8 GB,38.09,"43,200",Black / Silver,,
Kingston Fury Renegade RGB 96 GB,389.99,"56,400",Silver / Black,,
G.Skill Ripjaws V 32 GB,139.99,"44,600",Black,,
G.Skill Trident Z5 RGB 48 GB,184.99,"56,400",Black,,
Kingston Fury Renegade RGB 64 GB,249.99,"56,400",Silver / Black,,
Corsair Vengeance LPX 32 GB,74.98,"43,000",Black / Yellow,,
Patriot Viper Elite 5 RGB 32 GB,89.99,"55,600",White,,
Gigabyte AORUS 32 GB,,"55,200",Black,,
OCZ Fatal1ty Edition 4 GB,119.96,"2,800",Black,,
ADATA XPG LANCER RGB 32 GB,,"56,000",White,,
Corsair Vengeance RGB Pro SL 32 GB,92.99,"43,200",White / Black,,
G.Skill Ripjaws V 128 GB,521,"44,000",Black,,
TEAMGROUP T-Force Delta RGB 32 GB,209.99,"58,000",White / Silver,,
GeIL Orion AMD Edition 16 GB,,"43,200",Gray,,
Corsair Vengeance 64 GB,289.99,"56,400",Black / Gray,,
Corsair Vengeance 32 GB,156.44,"57,000",Gray,,
Patriot Viper Steel RGB 16 GB,48.99,"43,600",Black,,
GOODRAM IRDM PRO 8 GB,80.86,"43,600",Black,,
ADATA XPG GAMMIX D10 16 GB,,"43,000",Black / White,,
PNY XLR8 Gaming MAKO 32 GB,199.99,"55,600",Black / Silver,,
Klevv CRAS V RGB 32 GB,,"56,400",Black,,
Corsair Vengeance LPX 64 GB,219.99,"44,000",Black,,
Kingston Fury Renegade RGB 16 GB,72.99,"56,000",Silver / Black,,
Patriot Viper Xtreme 5 RGB 48 GB,249.99,"58,000",Black,,
Kingston FURY Beast 64 GB,217.99,"56,000",Black,,
Corsair Dominator Platinum RGB 32 GB,164.99,"56,000",Black,,
G.Skill Flare X5 96 GB,284.99,"55,600",Black,,
Kingston FURY Beast RGB 32 GB,140.94,"56,000",Black,,
TEAMGROUP T-Force Delta RGB 32 GB,159.99,"57,600",White / Silver,,
Corsair Vengeance LPX 16 GB,79.99,"44,000",Black / Yellow,,
Corsair Vengeance RGB 64 GB,249.99,"55,600",Black / Gray,,
TEAMGROUP T-Force Dark Za 16 GB,,"43,600",Black / Silver,,
Corsair Vengeance 32 GB,114.99,"56,200",Black,,
PNY XLR8 Gaming EPIC-X RGB 32 GB,71.98,"43,200",Black,,
Kingston FURY Beast 8 GB,40.01,"54,800",Black,,
Corsair Vengeance 64 GB,239.99,"55,600",Gray,,
PNY XLR8 Gaming MAKO 16 GB,,"56,000",Black / Silver,,
OLOy WarHawk RGB 16 GB,,"43,600",Black / White,,
G.Skill Trident Z5 RGB 32 GB,117.99,"56,000",Silver / Black,,
Corsair Dominator Titanium 48 GB,229.99,"56,000",White,,
G.Skill Trident Z5 RGB 48 GB,162.99,"56,400",Black,,
Corsair Vengeance 48 GB,189.99,"57,000",Black,,
Patriot Viper Steel RGB 32 GB,83.99,"43,600",Black,,
GeIL Polaris RGB 32 GB,,"56,400",Red,,
G.Skill Aegis 32 GB,62.99,"42,666",Black / Red,,
Kingston FURY Renegade 32 GB,238.26,"57,200",White / Silver,,
Kingston FURY Beast 32 GB,122.98,"55,600",Black,,
Kingston HyperX Predator 16 GB,,"43,200",Black / Silver,,
Crucial Ballistix 8 GB,,"43,600",Black,,
G.Skill Trident Z 16 GB,49.99,"43,200",Black / White,,
G.Skill Trident Z5 RGB 32 GB,117.99,"55,600",White / Black,,
Corsair Dominator Platinum RGB 32 GB,117.99,"43,600",Black,,
Acer Predator Pallas II 32 GB,,"56,000",Black,,
Corsair Dominator Platinum RGB 16 GB,89.99,"43,600",White,,
Kingston FURY Beast RGB 8 GB,38.99,"55,200",Black,,
G.Skill Ripjaws V 32 GB,166.93,"43,200",Black,,
TEAMGROUP T-Force DELTAα RGB 32 GB,104.99,"56,000",White,,
G.Skill Trident Z5 RGB 32 GB,,"56,400",White / Black,,
Mushkin Enhanced Redline 64 GB,167.99,"55,600",Black,,
Patriot Viper Elite II 16 GB,31.99,"43,600",Red / Black,,
Kingston HyperX Fury 8 GB,,"42,666",Black / White,,
Crucial CT51264BA160B 4 GB,10.4,"31,600",Green,,
Patriot Viper Venom 32 GB,107.99,"56,800",Black / White,,
G.Skill Ripjaws S5 48 GB,174.99,"56,800",Black,,
Patriot Viper Steel 64 GB,127.99,"43,200",Gray,,
Kingston FURY Beast 32 GB,98.55,"43,200",Black,,
Kingston FURY 64 GB,259.99,"55,600",White,,
Corsair Vengeance RGB Pro 32 GB,90.98,"42,666",White,,
G.Skill Trident Z Royal 16 GB,91.8,"43,600",Silver,,
Lexar THOR 8 GB,,"43,200",Black,,
Thermaltake TOUGHRAM RGB 16 GB,110.42,"43,600",Black / Silver,,
G.Skill Ripjaws V 16 GB,,"43,200",Black,,
Corsair Vengeance RGB Pro 16 GB,64.98,"43,600",White,,
ADATA XPG LANCER RGB 16 GB,,"56,000",Black,,
Crucial Ballistix 16 GB,,"43,600",Black,,
GeIL Orion AMD Edition 16 GB,39.99,"43,600",Red,,
TEAMGROUP T-Create Expert 64 GB,124.99,"43,600",Gray,,
Corsair Vengeance RGB 32 GB,109.99,"55,200",Black,,
G.Skill Trident Z5 RGB 48 GB,229.99,"57,600",White / Black,,
Samsung M471B5273DH0-CK0 4 GB,9.34,"31,600",Green,,
GOODRAM IRDM PRO 16 GB,80.66,"43,600",Black,,
Corsair Vengeance LPX 16 GB,,"43,600",Black / Yellow,,
G.Skill Trident Z Royal 32 GB,104.99,"43,200",Silver,,
Kingston FURY Renegade 32 GB,139.99,"56,400",Silver / Black,,
Kingston FURY Renegade 32 GB,249.99,"58,000",Silver / White,,
G.Skill Trident Z5 RGB 32 GB,113.99,"55,200",Black,,
Corsair Vengeance LPX 32 GB,94.99,"43,600",Black / Yellow,,
Patriot Viper Venom 32 GB,104.99,"55,600",Black / White,,
Silicon Power XPOWER Zenith RGB Gaming 16 GB,45.97,"43,200",Black,,
ADATA XPG LANCER RGB 32 GB,,"55,200",White,,
TEAMGROUP T-Force Delta TUF Gaming Alliance 16 GB,49.99,"43,200",Black / Gold,,
Mushkin Redline Lumina 64 GB,189.47,"43,600",Black,,
Corsair Vengeance LPX 32 GB,94.99,"43,200",Black / Yellow,,
Patriot Viper 4 Blackout 32 GB,64.98,"43,200",Black,,
Corsair Vengeance RGB Pro 32 GB,139.99,"43,600",White,,
Corsair Vengeance RGB RT 32 GB,124.99,"44,000",Black,,
G.Skill Flare X 16 GB,,"43,200",Black,,
G.Skill Ripjaws V 16 GB,41.83,"42,133",Black / Red,,
Kingston ValueRAM 64 GB,,"42,133",Black / Green,,
Kingston HyperX Fury 16 GB,,"43,466",White,,
G.Skill Ripjaws S5 64 GB,199.99,"56,000",Black,,
Kingston FURY Beast RGB 32 GB,131.47,"54,800",Black,,
Patriot Viper 4 Blackout 32 GB,69.98,"43,600",Black,,
Patriot Viper Steel RGB 32 GB,76.98,"43,200",Black,,
Kingston FURY Renegade 32 GB,134.99,"56,400",Silver / Black,,
Crucial CT4G4DFS824A 4 GB,15,"42,400",Black / Green,,
Kingston FURY Renegade 48 GB,226.16,"56,400",Silver / Black,,
SK Hynix HMT41GU6MFR8C-PB 8 GB,,"31,600",Blue,,
ADATA XPG GAMMIX D45 16 GB,,"43,600",White,,
G.Skill Trident Z5 32 GB,116.99,"56,000",Black,,
Mushkin Redline ST 32 GB,,"56,800",Black,,
Corsair Vengeance LPX 8 GB,24.99,"42,400",Red,,
Crucial CT2K16G4RFD4213 32 GB,64.98,"42,133",Green,,
Corsair Vengeance RGB 32 GB,157.99,"57,000",Black,,
Crucial CT2K4G4DFS824A 8 GB,25.99,"42,400",Green,,
Kingston FURY Renegade 16 GB,70.98,"43,600",Black / Silver,,
Timetec PINNACLE Konduit 16 GB,47.55,"43,600",White,,
G.Skill Trident Z 32 GB,,"56,000",Black,,
Kingston FURY Beast 8 GB,29.31,"43,600",Black,,
Corsair Vengeance RGB 48 GB,209.99,"57,200",Black,,
Patriot Viper Elite 5 RGB 32 GB,99.99,"56,000",White,,
GOODRAM IRDM PRO 32 GB,128.21,"43,600",Black,,
Crucial CT8G4DFD8213 8 GB,21,"42,133",Black / Green,,
G.Skill Trident Z RGB 16 GB,133.37,"44,400",Black,,
G.Skill Trident Z5 RGB 96 GB,299.99,"55,600",Black,,
Corsair Vengeance RGB 48 GB,164.99,"56,000",Black / Silver,,
ADATA XPG Z1 16 GB,,"43,000",Red / Black,,
Patriot Viper Xtreme 5 48 GB,179.99,"57,600",Black,,
Mushkin Redline Lumina 64 GB,194.99,"56,400",Black,,
Kingston KSM48E40BD8KM-32HM 32 GB,124.99,"54,800",Green,,
G.Skill Trident Z5 RGB 32 GB,124.99,"56,800",Silver / Black,,
Crucial Pro 48 GB,169.99,"55,600",Black,,
Corsair Dominator Titanium First Edition 32 GB,234.99,"57,200",Black,,
G.Skill Ripjaws X 16 GB,44.99,"31,600",Black / Blue,,
Kingston FURY Beast 64 GB,194.99,"54,800",Black,,
G.Skill Ripjaws S5 64 GB,255.36,"55,200",Black,,
Kingston FURY Beast RGB 64 GB,224.99,"56,000",Black,,
Kingston FURY Beast RGB 32 GB,130.87,"56,000",Black,,
Corsair Dominator Platinum RGB 32 GB,,"44,000",White,,
Kingston ValueRAM 1 GB,11.95,"2,667",Green,,
ADATA AD4U266638G19-S 8 GB,,"42,666",Green / Black,,
G.Skill Ripjaws V 32 GB,67.98,"42,400",Red,,
Corsair Vengeance LPX 64 GB,129.99,"42,666",Black / Yellow,,
Corsair Vengeance RGB Pro 128 GB,324.99,"43,200",Black,,
Corsair Vengeance RGB 64 GB,209.99,"55,600",White / Gray,,
G.Skill Trident Z5 RGB 48 GB,249.99,"58,000",Silver / Black,,
G.Skill Ares 16 GB,1368.64,"32,133",Black / Red,,
Crucial CT64G4LFQ424A 64 GB,179,"42,400",Black / Green,,
SK Hynix HMAA2GU6CJR8N-XN 16 GB,,"43,200",Green,,
G.Skill Ripjaws S5 32 GB,104.99,"55,600",White,,
TEAMGROUP T-Force Xtreem ARGB 64 GB,139.99,"43,600",White,,
Kingston FURY Beast 16 GB,65.98,"56,000",Black / Silver,,
Patriot Signature Line 4 GB,11.99,"42,400",Black / Green,,
Patriot Signature Line 16 GB,31.99,"43,200",,,
Patriot Viper Venom RGB 32 GB,102.99,"55,600",Black / White,,
Crucial CT2K16G52C42U5 32 GB,109.85,"55,200",Black,,
Corsair Vengeance 96 GB,319.99,"55,600",Black / Silver,,
G.Skill Ripjaws X 16 GB,57.4,"31,600",Black / Red,,
TEAMGROUP Xtreem 48 GB,249.99,"58,000",Black,,
Kingston FURY Beast RGB 32 GB,133.35,"55,200",Black,,
Mushkin Enhanced Redline 96 GB,249.99,"55,600",Black,,
Corsair Vengeance 64 GB,179.99,"54,400",Black / Gray,,
Corsair Dominator Platinum RGB 128 GB,663.92,"43,200",Black,,
TEAMGROUP Elite Plus 16 GB,,"55,200",Black,,
TEAMGROUP T-Force Xtreem ARGB 32 GB,114.05,"44,000",White,,
Corsair Vengeance RGB Pro 16 GB,69.98,"42,666",White,,
Patriot Viper Elite II 8 GB,24.99,"44,000",Red / Black,,
Silicon Power XPOWER Zenith RGB Gaming 64 GB,184.99,"56,000",White,,
G.Skill Trident Z5 RGB 32 GB,119.99,"56,000",Black,,
Kingston FURY Renegade 16 GB,80.75,"56,000",White / Silver,,
G.Skill Ripjaws S5 32 GB,102.99,"55,200",White,,
ADATA XPG GAMMIX D10 32 GB,104.81,"43,200",Black / Silver,,
Corsair Vengeance RGB RT 16 GB,72.98,"43,600",Black,,
G.Skill Ripjaws V 8 GB,28.99,"42,400",Black / Red,,
Gloway LYSB01EHFW722-ELECTRNCS 8 GB,,"42,400",Black / White,,
ADATA Premier 8 GB,,"42,400",Green,,
Corsair Vengeance 64 GB,,"55,600",Black,,
G.Skill Flare X5 32 GB,105.99,"55,600",Black,,
Patriot Viper Venom 64 GB,194.99,"56,000",Black / White,,
G.Skill Aegis 16 GB,33.99,"42,666",Black / Red,,
Kingston Fury Renegade RGB 32 GB,270.98,"58,000",Silver / White,,
Samsung M393A4K40BB1-CRC 32 GB,46.37,"42,400",Green,,
Corsair Vengeance 32 GB,,"32,133",Black / Silver,,
Kingston HyperX Fury 8 GB,,"42,133",Black / White,,
Acer Predator Hermes RGB 32 GB,,"58,200",White,,
Crucial CT2K16G56C46S5 32 GB,94.99,"55,600",Black,,
Kingston Fury Renegade RGB 32 GB,135.75,"43,600",Black / Silver,,
Corsair Vengeance LPX 64 GB,144.99,"42,400",Black / Yellow,,
TEAMGROUP Xtreem ARGB 48 GB,259.99,"58,000",Black,,
Klevv BOLT V 32 GB,99.99,"56,400",Black,,
TEAMGROUP T-Force Delta RGB 16 GB,53.85,"43,200",White,,
Corsair Vengeance RGB 64 GB,229.99,"56,200",Black / Silver,,
Corsair Vengeance RGB 32 GB,135.99,"56,200",Black,,
Crucial CT2K8G4DFS824A 16 GB,40,"42,400",Green / Black,,
Kingston HyperX Fury 8 GB,,"31,600",Blue / Silver,,
Kingston HyperX Fury 4 GB,37.99,"42,666",Black / Silver,,
G.Skill Trident Z RGB 16 GB,54.99,"43,600",Black,,
G.Skill Ripjaws S5 32 GB,105.99,"56,000",White,,
OLOy MD4U083016BJDA 16 GB,36.99,"43,000",Black,,
Kingston Fury Beast RGB Special Edition 16 GB,65.62,"43,200",White,,
Kingston ValueRAM 16 GB,39.48,"43,200",,,
Kingston FURY Renegade Pro 256 GB,2002.94,"56,800",Black,,
TEAMGROUP T-Force Vulcan 32 GB,,"56,000",Black,,
Corsair Vengeance RGB Pro SL 16 GB,74.98,"43,600",Black,,
ADATA XPG LANCER RGB 32 GB,,"55,600",Black,,
G.Skill Ripjaws V 64 GB,,"44,600",Black,,
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"56,000",Black,,
Patriot Signature Line 16 GB,34.99,"43,200",,,
TEAMGROUP T-Force Vulcan Z 32 GB,57.99,"43,600",Red / Black,,
Mushkin Redline 16 GB,42.67,"43,200",White,,
TEAMGROUP T-Force Vulcan alpha 32 GB,,"55,600",Red,,
Corsair Vengeance RGB Pro SL 64 GB,149.99,"43,600",Black,,
Corsair Vengeance RGB Pro 16 GB,99.99,"44,000",Black,,
Kingston FURY Beast RGB 32 GB,132.99,"55,600",Black,,
Crucial CT2KIT51264BD160B 8 GB,19.89,"31,600",Green,,
ADATA XPG LANCER RGB 32 GB,,"56,000",White,,
Corsair Vengeance LPX 16 GB,74.98,"42,666",Black / Yellow,,
TEAMGROUP T-Force Vulcan Z 8 GB,25.45,"43,200",Red,,
G.Skill Trident Z5 RGB 64 GB,204.99,"55,600",Black,,
Corsair Vengeance RGB RS 64 GB,154.99,"43,600",Black,,
G.Skill Trident Z5 RGB 64 GB,209.99,"56,000",Black,,
Patriot Signature Line 32 GB,79.98,"54,800",Black,,
Corsair Vengeance 64 GB,219.9,"56,200",Black / Gray,,
Corsair Vengeance LPX 16 GB,38.98,"43,200",Red,,
Corsair Vengeance 32 GB,124.99,"56,200",Black,,
Patriot Signature Premium 8 GB,16.98,"42,400",Black,,
G.Skill NT 4 GB,,"42,133",Black,,
Kingston FURY 16 GB,,"42,400",Black / Silver,,
ADATA XPG SPECTRIX D60G 32 GB,,"43,200",Silver / Black,,
Corsair Vengeance 64 GB,164.99,"54,800",Black / White,,
Patriot Viper Elite II 16 GB,,"43,200",Red / Black,,
Kingston KVR21R15D4K4/64 64 GB,129.46,"42,133",Black / Green,,
Lexar Ares RGB 16 GB,57,"43,600",Black,,
G.Skill Ripjaws V 16 GB,74.99,"44,400",Black,,
V-Color Prism Pro 16 GB,45.99,"43,600",Black,,
Wintec Value 8 GB,,"2,800",Green,,
Kingston HyperX Fury 8 GB,,"42,400",Black / White,,
TEAMGROUP T-Force Dark Za 32 GB,,"43,600",Black / Silver,,
G.Skill Trident Z 32 GB,117.99,"56,400",White / Black,,
Patriot Viper Elite II 64 GB,114.98,"42,666",Red / Black,,
Corsair Dominator Platinum RGB 32 GB,179.99,"43,600",Black,,
Crucial Pro Overclocking 16 GB,78.23,"56,000",Black,,
Patriot Viper 4 16 GB,,"43,200",Red / Black,,
Corsair Vengeance RGB 32 GB,136.99,"56,400",Black,,
Patriot Viper Elite II 32 GB,61.99,"43,600",Red / Black,,
TEAMGROUP Elite Plus 64 GB,147.99,"54,800",Black,,
Kingston FURY 64 GB,269.56,"55,200",White,,
G.Skill Ripjaws S5 32 GB,103.99,"55,600",Black,,
Kingston KVR1333D3S9/1G 1 GB,,"31,333",Green,,
Corsair Dominator Platinum RGB 64 GB,239.99,"55,600",Black,,
Patriot Viper Steel RGB 8 GB,21.99,"43,200",Black,,
ADATA XPG GAMMIX D10 16 GB,114.37,"43,200",Black,,
TEAMGROUP T-Force Zeus 64 GB,109.99,"43,200",Red,,
G.Skill Ripjaws V 16 GB,37.99,"42,400",Red,,
Kingston HyperX Fury 16 GB,,"31,866",Red / Silver,,
Kingston HyperX Fury RGB 16 GB,,"43,600",Black / Silver,,
G.Skill TridentZ RGB 32 GB,365.22,"44,000",Black,,
Corsair Vengeance RGB Pro SL 32 GB,81.99,"43,200",Black,,
G.Skill Trident Z RGB 64 GB,142.99,"43,200",Black,,
Corsair Vengeance LPX 32 GB,89.99,"42,666",Black / Yellow,,
TEAMGROUP T-Force Xtreem ARGB 32 GB,84.99,"43,600",Black / Blue,,
Patriot Viper Steel RGB 16 GB,37.99,"43,600",Black,,
Patriot Viper Steel RGB 64 GB,132.99,"43,600",Black,,
Kingston HyperX Fury 64 GB,399,"43,600",Black / Silver,,
Kingston Server Premier 32 GB,299,"42,933",,,
SK Hynix HMT351U7BFR8A-H9 4 GB,,"31,333",Blue / Black,,
ADATA XPG Z1 16 GB,,"43,000",Silver / Black,,
Silicon Power XPOWER Zenith Gaming 32 GB,,"43,600",Black,,
G.Skill Trident Z Neo 16 GB,59.99,"43,600",Black / Silver,,
G.Skill Ripjaws V 16 GB,43.99,"42,666",Black / Red,,
G.Skill Trident Z Neo 16 GB,699.99,"43,800",Black / Silver,,
Corsair Vengeance RGB Pro SL 32 GB,114.99,"43,200",Black,,
Corsair Vengeance RGB 64 GB,214.99,"55,600",White / Black,,
Corsair Vengeance RGB Pro 16 GB,59.99,"42,666",Black,,
Kingston FURY Beast 8 GB,40.29,"55,200",Black,,
TEAMGROUP T-Force Delta RGB Valkyrie Edition 32 GB,99.99,"55,600",Black / Silver,,
Kingston FURY Beast 16 GB,,"43,200",Black / Silver,,
V-Color TRA548G68D834O 384 GB,3519.99,"56,800",Black,,
Crucial Ballistix 64 GB,,"43,600",Black,,
G.Skill Flare X5 16 GB,,"55,600",Black,,
TEAMGROUP Elite 32 GB,56.99,"43,200",Black,,
Corsair Vengeance RGB 32 GB,129.99,"55,600",Black / Gray,,
Mushkin Redline Lumina 16 GB,67.36,"43,600",White,,
G.Skill Trident Z Neo 32 GB,89.99,"43,200",Silver / Black,,
Corsair Vengeance RGB Pro 32 GB,91.99,"42,933",Black,,
Corsair Vengeance RGB Pro SL 32 GB,99.99,"43,600",Black,,
Patriot Viper Venom 64 GB,159.99,"55,200",Black / White,,
G.Skill TridentZ RGB 32 GB,,"44,600",Black,,
Corsair Vengeance 64 GB,212.48,"55,600",Black / Gray,,
ADATA XPG LANCER RGB 32 GB,,"56,400",White,,
Patriot Viper Steel 32 GB,62.99,"43,600",Gray,,
Corsair Vengeance LPX 16 GB,44.99,"42,666",Black,,
Corsair ValueSelect 8 GB,24.99,"42,666",Black / Yellow,,
Kingston FURY Beast 16 GB,60.99,"55,600",Black,,
Kingston FURY Beast RGB 16 GB,73.04,"55,600",Black,,
Corsair Vengeance RGB 64 GB,294.99,"56,200",Black / Gray,,
Timetec PINNACLE Konduit 8 GB,22.99,"43,600",White,,
G.Skill Trident Z5 RGB 48 GB,184.99,"56,800",Black,,
Patriot Viper Elite II 32 GB,61.99,"43,200",Red / Black,,
Patriot Viper Elite 5 RGB 64 GB,199.99,"56,200",White,,
G.Skill Flare X 16 GB,42.99,"43,200",Black,,
G.Skill Aegis 8 GB,20.91,"42,133",Black / Red,,
G.Skill Trident Z 32 GB,114.99,"56,000",Black,,
Kingston FURY Renegade Pro 128 GB,645,"55,600",Black,,
G.Skill Ripjaws X 16 GB,58.79,"32,400",Black / Blue,,
G.Skill Ripjaws V 16 GB,42.99,"43,200",Black,,
TEAMGROUP T-Force DELTAα RGB 32 GB,104.99,"56,000",Black,,
G.Skill Trident Z5 RGB 32 GB,113.99,"55,600",Black,,
Mushkin Redline 32 GB,218.99,"43,200",White,,
Patriot Viper Steel 16 GB,34.99,"43,600",Gray,,
Kingston FURY Beast 8 GB,27.83,"42,666",Black,,
Corsair Vengeance RGB RS 8 GB,29.99,"43,200",Black / Gray,,
Kingston Server Premier 64 GB,199,"43,200",,,
Corsair Vengeance RGB Pro SL 256 GB,1272.56,"43,200",Black,,
Crucial CT2K16G48C40S5 32 GB,84.99,"54,800",Black,,
G.Skill Trident Z RGB 16 GB,89.99,"43,200",Black,,
Corsair Vengeance RGB Pro 32 GB,85,"42,666",Black,,
Corsair Dominator Platinum RGB 64 GB,315,"56,200",Black,,
G.Skill Aegis 16 GB,38.27,"42,400",Black / Red,,
Kingston HyperX Fury 8 GB,,"31,866",Black / Silver,,
Corsair CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK16GX4M2C3000C16W 16 GB,,"43,000",White / Black,,
TEAMGROUP T-Force Vulcan 32 GB,,"55,200",Red,,
PROXMEM UNDERWORLD TUF 32 GB,,"56,400",Black / Gray,,
Corsair Dominator Titanium 48 GB,239.99,"57,000",Black,,
Thermaltake TOUGHRAM RGB 16 GB,134.98,"43,600",White / Silver,,
G.Skill Ripjaws S5 96 GB,284.99,"55,600",Black,,
Crucial Ballistix Sport 16 GB,100,"31,600",Black / Silver,,
Crucial Ballistix Sport LT 16 GB,,"42,666",Red,,
Silicon Power SU016GLSTU160N22AH 16 GB,16.98,"31,600",Green,,
Patriot Viper Elite 5 RGB 96 GB,423.66,"56,000",White,,
Patriot Viper Steel 16 GB,,"44,400",Silver / Black,,
Crucial CT16G52C42U5 16 GB,57.99,"55,200",Black,,
Kingston ValueRAM 8 GB,27.21,"43,200",,,
Kingston KVR21L15Q4/32 32 GB,149.96,"42,133",Black / Green,,
G.Skill Flare X 32 GB,79.92,"43,200",Black,,
G.Skill Ripjaws V 16 GB,,"45,333",Black,,
Corsair Vengeance RGB Pro 16 GB,51,"43,200",Black,,
Patriot Viper Steel RGB 16 GB,37.99,"43,200",Black,,
G.Skill Ripjaws V 64 GB,929.45,"43,200",Black,,
Kingston HyperX Fury RGB 32 GB,,"43,200",Black,,
Kingston FURY Renegade 16 GB,,"45,000",Black,,
AMD R7 Performance 8 GB,,"42,400",Black / Red,,
G.Skill Trident Z RGB 32 GB,,"44,000",Black,,
Corsair Dominator Platinum RGB 64 GB,359.99,"56,400",Black,,
Corsair Vengeance RGB Pro 16 GB,64.98,"43,000",White,,
Kingston ValueRAM 8 GB,25.38,"42,666",Green,,
Kingston ValueRAM 8 GB,37.95,"54,800",Green,,
Kingston KSM48R40BD8KMM-32HMR 32 GB,148.78,"54,800",Green,,
Patriot Signature Line 8 GB,17.48,"42,666",Green,,
Silicon Power XPOWER Zenith Gaming 32 GB,86.99,"56,000",White,,
Corsair Vengeance 64 GB,181.04,"55,200",Gray,,
Corsair Vengeance LPX 64 GB,154.99,"42,666",Black / Yellow,,
G.Skill Ripjaws S5 32 GB,107.99,"56,000",White,,
Corsair Vengeance RGB 64 GB,209.99,"55,600",Black / Gray,,
Corsair Dominator Platinum RGB 64 GB,249.99,"43,600",Black,,
Kingston Fury Renegade RGB 32 GB,264.99,"58,000",Silver / Black,,
Samsung M393A2G40DB0-CPB 16 GB,51.49,"42,133",Black / Green,,
Corsair Dominator Platinum 8 GB,,"33,200",Black / Silver,,
Crucial Ballistix RGB 16 GB,,"43,600",White,,
Neo Forza FAYE 16 GB,,"43,200",Silver / Black,,
Corsair Vengeance 64 GB,259.32,"56,000",Black / Silver,,
Corsair Vengeance RGB RT 32 GB,99.99,"43,600",White / Black,,
Corsair Vengeance LPX 32 GB,73.98,"42,400",Black / Yellow,,
TEAMGROUP Elite 32 GB,75.99,"54,800",Black,,
Patriot Viper Steel RGB 8 GB,21.99,"43,600",Black,,
G.Skill NS 4 GB,40,"31,600",Black,,
G.Skill TridentZ RGB 32 GB,,"43,600",Black,,
TEAMGROUP T-Force Delta RGB 16 GB,52.54,"43,200",Black,,
Crucial CT32G52C42U5 32 GB,89.99,"55,200",Black,,
Kingston FURY Beast 64 GB,172.75,"43,200",Black,,
Kingston FURY Beast 128 GB,311.75,"43,200",Black,,
Corsair Vengeance RGB Pro 64 GB,194.99,"43,200",Black,,
Kingston FURY Beast RGB 64 GB,159.99,"43,600",Black,,
G.Skill Trident Z RGB 128 GB,,"44,000",Black,,
Crucial CT2KIT102472BD160B 16 GB,99.45,"31,600",Black / Green,,
Kingston HyperX Fury 16 GB,,"31,866",White / Silver,,
Apacer ZADAK Twist 16 GB,,"43,000",Black / Silver,,
TEAMGROUP Elite Plus 16 GB,,"43,200",Black / Gold,,
Corsair Dominator Platinum RGB 32 GB,157.99,"56,000",,,
G.Skill Trident Z Neo 64 GB,149.99,"43,200",Black / Silver,,
Kingston FURY Renegade 16 GB,75.98,"56,400",Silver / White,,
G.Skill Trident Z5 RGB 64 GB,198.99,"55,600",Black,,
Patriot Viper Elite II 8 GB,19.98,"43,600",Red / Black,,
Crucial Ballistix 16 GB,,"43,200",Black,,
G.Skill Trident Z Royal 256 GB,659.99,"43,600",Silver,,
Kingston ValueRAM 16 GB,60.2,"54,800",Green,,
Corsair Vengeance Pro 16 GB,,"31,600",Black / Red,,
Corsair Vengeance LPX 128 GB,,"43,800",Black / Yellow,,
G.Skill Trident Z5 64 GB,209.99,"56,000",Black / Silver,,
Kingston Server Premier 32 GB,119.99,"55,600",Green / Black,,
Patriot Viper Steel RGB 32 GB,60.99,"43,200",Black,,
Kingston FURY Beast RGB 64 GB,209.99,"55,200",Black,,
TEAMGROUP Elite Plus 16 GB,45.99,"55,600",Silver,,
Corsair Vengeance RGB RS 16 GB,49.99,"43,600",Black,,
Corsair Vengeance LPX 16 GB,41.99,"42,400",Black / Yellow,,
PNY Performance 16 GB,37.98,"43,200",Black,,
